CHROMOSOME	START_POS	END_POS	STRAND	GENE	OVERLAP
chr1	30732468	30757774	-	LAPTM5	Y
chr1	30739155	30739232	-	MIR4420	Y
chr1	30824651	30834284	+	LINC01778	Y
chr1	30869465	30908758	-	SDC3	Y
chr1	30931505	31065717	-	PUM1	Y
chr1	30935688	30935776	-	SNORD103A	Y
chr1	30935688	30935776	-	SNORD103B	Y
chr1	30968162	30968237	-	SNORD103C	Y
chr1	31179744	31239887	-	NKAIN1	Y
chr1	31259567	31296788	-	SNRNP40	Y
chr1	31296981	31364953	+	ZCCHC17	Y
chr1	31365252	31373288	-	FABP3	Y
chr1	31409776	31434678	+	SERINC2	Y
chr1	31500084	31508566	+	LDC1P	Y
chr1	31518434	31524245	+	LINC01226	Y
chr1	31576484	31587686	+	TINAGL1	Y
chr1	31617688	31627613	+	HCRTR1	Y
chr1	31629865	31644876	-	PEF1	Y
chr1	31652263	31704017	-	COL16A1	Y
chr1	31727116	31764340	-	ADGRB2	Y
chr1	31758659	31758735	-	MIR4254	Y
chr1	31790421	31816051	-	SPOCD1	Y
chr1	31906420	31938368	-	PTP4A2	Y
chr1	32013867	32060850	+	KHDRBS1	Y
chr1	32072030	32102866	+	TMEM39B	Y
chr1	32086948	32087007	+	MIR5585	Y
chr1	32108055	32176563	+	KPNA6	Y
chr1	32179674	32198285	+	TXLNA	Y
chr1	32200594	32205387	+	CCDC28B	Y
chr1	32205670	32208682	+	IQCC	Y
chr1	32209093	32216196	+	DCDC2B	Y
chr1	32214476	32222371	-	TMEM234	Y
chr1	32221583	32231604	+	EIF3I	Y
chr1	32231659	32241710	-	MTMR9LP	Y
chr1	32247221	32248856	+	FAM167B	Y
chr1	32251264	32286165	+	LCK	Y
chr1	32292082	32333626	+	HDAC1	Y
chr1	32333838	32336233	-	MARCKSL1	Y
chr1	32361269	32362243	-	FAM229A	Y
chr1	32362538	32364309	+	TSSK3	Y
chr1	32364632	32394441	-	BSDC1	Y
chr1	32465071	32496685	+	ZBTB8B	Y
chr1	32539426	32605941	+	ZBTB8A	Y
chr1	32620822	32650932	-	ZBTB8OS	Y
chr1	32651207	32686211	+	RBBP4	Y
chr1	32679905	32702770	-	SYNC	Y
chr1	32741829	32774970	+	KIAA1522	Y
chr1	32775238	32818032	-	YARS1	Y
chr1	32817441	32858879	+	S100PBP	Y
chr1	32862267	32872484	-	FNDC5	Y
chr1	32886490	32894646	+	HPCA	Y
chr1	32894594	32901389	-	TMEM54	Y
chr1	32936448	32964809	-	RNF19B	Y
chr1	33007939	33036883	-	AK2	Y
chr1	33081152	33123492	+	AZIN2	Y
chr1	33145398	33182043	-	TRIM62	Y
chr1	33256491	33300719	+	ZNF362	Y
chr1	33306765	33321098	-	A3GALT2	Y
chr1	33323625	33431095	-	PHC2	Y
chr1	33332392	33332492	-	MIR3605	Y
chr1	33350351	33363245	+	PHC2-AS1	Y
chr1	33472644	33501639	+	ZSCAN20	Y
chr1	33513998	34165842	-	CSMD2	Y
chr1	33860474	33864791	+	HMGB4	Y
chr1	33868955	33885458	+	CSMD2-AS1	Y
chr1	34166992	34219130	+	C1orf94	Y
chr1	34669598	34669694	-	MIR552	Y
chr1	34755046	34758512	+	GJB5	Y
chr1	34759739	34762327	+	GJB4	Y
chr1	34781213	34786364	+	GJB3	Y
chr1	34792998	34795747	+	GJA4	Y
chr1	34850361	34859749	-	SMIM12	Y
chr1	34865435	34929650	-	DLGAP3	Y
chr1	34975698	34978706	-	LOC653160	Y
chr1	34981525	34985347	-	TMEM35B	Y
chr1	34986165	35031945	-	ZMYM6	Y
chr1	35059785	35115858	+	ZMYM1	Y
chr1	35176377	35193145	-	SFPQ	Y
chr1	35268708	35422058	+	ZMYM4	Y
chr1	35358823	35366077	-	ZMYM4-AS1	Y
chr1	35433491	35557403	-	KIAA0319L	Y
chr1	35557791	35566779	+	NCDN	Y
chr1	35573313	35595326	+	TFAP2E	Y
chr1	35599540	35641526	-	PSMB2	Y
chr1	35713876	35718884	-	C1orf216	Y
chr1	35720212	35769978	-	CLSPN	Y
chr1	35807635	35857889	+	AGO4	Y
chr1	35869807	35924298	+	AGO1	Y
chr1	35931104	36072499	+	AGO3	Y
chr1	36084093	36088275	+	TEKT2	Y
chr1	36088891	36093932	+	ADPRS	Y
chr1	36095238	36125222	-	COL8A2	Y
chr1	36136568	36156053	-	TRAPPC3	Y
chr1	36156159	36180849	+	MAP7D1	Y
chr1	36224442	36305356	+	THRAP3	Y
chr1	36306367	36321347	+	SH3D21	Y
chr1	36322029	36324154	-	EVA1B	Y
chr1	36339627	36385924	-	STK40	Y
chr1	36393435	36397908	-	LSM10	Y
chr1	36417905	36450485	-	OSCP1	Y
chr1	36418447	36418578	-	SNORA63C	Y
chr1	36455717	36464384	-	MRPS15	Y
chr1	36466042	36483314	-	CSF3R	Y
chr1	36795526	37034515	-	GRIK3	Y
chr1	37161562	37161634	+	MIR4255	Y
chr1	37454878	37474443	-	LINC01137	Y
chr1	37474579	37484377	+	ZC3H12A	Y
chr1	37480229	37480289	+	MIR6732	Y
chr1	37489960	37514766	-	MEAF6	Y
chr1	37500934	37500994	-	MIR5581	Y
chr1	37534448	37554293	-	SNIP1	Y
chr1	37556939	37566857	+	DNALI1	Y
chr1	37566811	37595985	-	GNL2	Y
chr1	37611349	37634892	-	RSPO1	Y
chr1	37681569	37692242	-	C1orf109	Y
chr1	37692515	37709719	+	CDCA8	Y
chr1	37715975	37765120	-	EPHA10	Y
chr1	37794101	37801606	+	MANEAL	Y
chr1	37802944	37808208	-	YRDC	Y
chr1	37807789	37809454	+	C1orf122	Y
chr1	37809574	37859592	-	MTF1	Y
chr1	37860696	37947057	-	INPP5B	Y
chr1	37956979	37990022	-	SF3A3	Y
chr1	37996769	38005514	-	FHL3	Y
chr1	38012733	38024820	+	UTP11	Y
chr1	38043828	38046793	-	POU3F1	Y
chr1	38047133	38119530	+	MIR3659HG	Y
chr1	38089230	38089329	+	MIR3659	Y
chr1	38209033	38214767	-	LINC01343	Y
chr1	38475195	38476484	+	LINC01685	Y
chr1	38838199	38859772	-	RRAGC	Y
chr1	38862489	38873378	-	MYCBP	Y
chr1	38862489	38881626	-	GJA9-MYCBP	Y
chr1	38873400	38876226	+	LOC105378663	Y
chr1	38874068	38881587	-	GJA9	Y
chr1	38885806	38941830	-	RHBDL2	Y
chr1	38991243	39006065	+	AKIRIN1	Y
chr1	39026294	39034636	+	NDUFS5	Y
chr1	39084166	39487138	+	MACF1	Y
chr1	39409072	39416482	+	KIAA0754	Y
chr1	39491635	39529869	+	BMP8A	Y
chr1	39514865	39516669	+	OXCT2P1	Y
chr1	39522279	39559698	-	PPIEL	Y
chr1	39560815	39576790	-	PABPC4	Y
chr1	39565069	39573203	+	PABPC4-AS1	Y
chr1	39567373	39567510	-	SNORA55	Y
chr1	39623434	39639643	-	HEYL	Y
chr1	39659120	39672038	-	NT5C1A	Y
chr1	39678647	39691485	-	HPCAL4	Y
chr1	39738844	39763914	+	PPIE	Y
chr1	39757181	39788865	-	BMP8B	Y
chr1	39769522	39771348	-	OXCT2	Y
chr1	39788975	39790170	+	LOC101929536	Y
chr1	39838109	39883504	-	TRIT1	Y
chr1	39895427	39901917	-	MYCL	Y
chr1	39955111	39969968	+	MFSD2A	Y
chr1	40040239	40072648	+	CAP1	Y
chr1	40071460	40097252	-	PPT1	Y
chr1	40161386	40240921	+	RLF	Y
chr1	40247936	40251683	+	TMCO2	Y
chr1	40258235	40294180	+	ZMPSTE24	Y
chr1	40300488	40317286	-	COL9A2	Y
chr1	40373726	40423322	+	SMAP2	Y
chr1	40450063	40463715	+	ZFP69B	Y
chr1	40477289	40496343	+	ZFP69	Y
chr1	40508718	40516050	+	EXO5	Y
chr1	40531636	40548166	+	ZNF684	Y
chr1	40620679	40665682	-	RIMS3	Y
chr1	40689079	40692261	-	NFYC-AS1	Y
chr1	40691703	40771603	+	NFYC	Y
chr1	40754354	40754446	+	MIR30E	Y
chr1	40757283	40757372	+	MIR30C1	Y
chr1	40783786	40840452	+	KCNQ4	Y
chr1	40861053	40862363	-	CITED4	Y
chr1	40979695	41012565	+	CTPS1	Y
chr1	41014589	41043890	+	SLFNL1-AS1	Y
chr1	41015596	41021755	-	SLFNL1	Y
chr1	41027201	41242306	-	SCMH1	Y
chr1	41361433	41383590	+	FOXO6	Y
chr1	41375003	41375669	-	FOXO6-AS1	Y
chr1	41478774	41484683	-	EDN2	Y
chr1	41506364	41918922	-	HIVEP3	Y
chr1	42153409	42155820	+	GUCA2B	Y
chr1	42162689	42164745	-	GUCA2A	Y
chr1	42176547	42335880	-	FOXJ3	Y
chr1	42380791	42424232	+	RIMKLA	Y
chr1	42430329	42456267	-	ZMYND12	Y
chr1	42456106	42657190	+	CCDC30	Y
chr1	42456493	42473378	+	PPCS	Y
chr1	42658422	42676758	+	PPIH	Y
chr1	42682417	42703805	+	YBX1	Y
chr1	42733092	42740254	-	CLDN19	Y
chr1	42746373	42767028	-	P3H1	Y
chr1	42767248	42779490	+	C1orf50	Y
chr1	42776665	42784895	-	TMEM269-DT	Y
chr1	42785031	42800818	+	TMEM269	Y
chr1	42807051	42817397	-	SVBP	Y
chr1	42817121	42844991	+	ERMAP	Y
chr1	42846572	42852475	+	ZNF691	Y
chr1	42857621	42888792	+	LOC339539	Y
chr1	42925354	42958868	-	SLC2A1	Y
chr1	42959048	42983358	+	SLC2A1-AS1	Y
chr1	43147903	43156396	+	FAM183A	Y
chr1	43164173	43172570	-	EBNA1BP2	Y
chr1	43171651	43171712	-	MIR6733	Y
chr1	43172329	43254358	+	CFAP57	Y
chr1	43269982	43274002	+	TMEM125	Y
chr1	43281879	43285581	-	C1orf210	Y
chr1	43300981	43323108	+	TIE1	Y
chr1	43337817	43354465	+	MPL	Y
chr1	43358980	43363202	+	CDC20	Y
chr1	43363396	43368074	-	ELOVL1	Y
chr1	43364647	43364715	-	MIR6734	Y
chr1	43383916	43389800	-	MED8	Y
chr1	43389898	43454247	+	SZT2	Y
chr1	43447775	43448644	-	SZT2-AS1	Y
chr1	43448538	43448611	+	MIR6735	Y
chr1	43451002	43453989	-	HYI	Y
chr1	43526036	43623672	+	PTPRF	Y
chr1	43650148	43705518	+	KDM4A	Y
chr1	43699737	43707341	-	KDM4A-AS1	Y
chr1	43707496	43931165	+	ST3GAL3	Y
chr1	43709404	43727343	-	ST3GAL3-AS1	Y
chr1	43838621	43838683	+	MIR6079	Y
chr1	43933319	43937240	+	ARTN	Y
chr1	43946949	43968022	+	IPO13	Y
chr1	43970009	43973369	+	DPH2	Y
chr1	43974959	43978295	+	ATP6V0B	Y
chr1	43979201	43991171	+	B4GALT2	Y
chr1	43991595	43996526	+	CCDC24	Y
chr1	43996482	44031462	-	SLC6A9	Y
chr1	44118820	44135137	+	KLF17	Y
chr1	44137820	44141631	-	KLF18	Y
chr1	44213470	44220673	+	DMAP1	Y
chr1	44221069	44355279	-	ERI3	Y
chr1	44222594	44244283	-	ERI3-IT1	Y
chr1	44252343	44252559	-	SNORA110	Y
chr1	44405159	44651724	+	RNF220	Y
chr1	44545492	44545552	+	MIR5584	Y
chr1	44653246	44674608	-	TMEM53	Y
chr1	44670956	44671056	-	SNORD145	Y
chr1	44674713	44725591	+	ARMH1	Y
chr1	44721785	44721901	-	RNU5F-1	Y
chr1	44731068	44731168	-	RNU5D-1	Y
chr1	44739836	44767766	+	KIF2C	Y
chr1	44762034	44762107	+	SNORD160	Y
chr1	44775539	44778779	+	RPS8	Y
chr1	44775864	44775938	+	SNORD55	Y
chr1	44776491	44776589	+	SNORD46	Y
chr1	44777841	44777912	+	SNORD38A	Y
chr1	44778389	44778458	+	SNORD38B	Y
chr1	44783584	44788170	-	BEST4	Y
chr1	44800376	44805990	+	PLK3	Y
chr1	44805892	44807351	-	TCTEX1D4	Y
chr1	44808481	44814129	+	BTBD19	Y
chr1	44819843	44842944	-	PTCH2	Y
chr1	44850521	44986722	-	EIF2B3	Y
chr1	45002547	45011324	-	HECTD3	Y
chr1	45012253	45015575	+	UROD	Y
chr1	45016398	45206605	-	ZSWIM5	Y
chr1	45303909	45305619	+	LINC01144	Y
chr1	45326894	45328679	+	HPDL	Y
chr1	45329241	45340470	-	MUTYH	Y
chr1	45340169	45343973	+	TOE1	Y
chr1	45343882	45491163	-	TESK2	Y
chr1	45493865	45500073	-	CCDC163	Y
chr1	45500299	45513382	+	MMACHC	Y
chr1	45511034	45522890	-	PRDX1	Y
chr1	45550782	45570051	+	AKR1A1	Y
chr1	45583987	45618906	+	NASP	Y
chr1	45620043	45624054	-	CCDC17	Y
chr1	45627303	45686533	-	GPBP1L1	Y
chr1	45645780	45646685	-	RPS15AP10	Y
chr1	45688180	45694436	+	TMEM69	Y
chr1	45694325	45750813	-	IPP	Y
chr1	45803606	46036124	+	MAST2	Y
chr1	46040139	46174901	-	PIK3R3	Y
chr1	46040139	46176488	-	P3R3URF-PIK3R3	Y
chr1	46133370	46139080	+	LOC101929626	Y
chr1	46175086	46185962	+	TSPAN1	Y
chr1	46175485	46176488	-	P3R3URF	Y
chr1	46188680	46220305	-	POMGNT1	Y
chr1	46203333	46221256	+	LURAP1	Y
chr1	46247687	46278473	+	RAD54L	Y
chr1	46277461	46303616	-	LRRC41	Y
chr1	46303697	46316775	+	UQCRH	Y
chr1	46340176	46365152	+	NSUN4	Y
chr1	46394316	46413845	+	FAAH	Y
chr1	46433826	46445702	+	FAAHP1	Y
chr1	46446672	46449704	-	LINC01398	Y
chr1	46489835	46516216	+	DMBX1	Y
chr1	46532165	46535515	-	TMEM275	Y
chr1	46538695	46570255	+	MKNK1-AS1	Y
chr1	46545640	46551647	-	KNCN	Y
chr1	46557406	46604268	-	MKNK1	Y
chr1	46607714	46616891	-	MOB3C	Y
chr1	46632738	46668443	-	ATPAF1	Y
chr1	46671853	46673584	+	TEX38	Y
chr1	46674035	46692097	+	EFCAB14-AS1	Y
chr1	46675158	46719114	-	EFCAB14	Y
chr1	46799045	46819413	+	CYP4B1	Y
chr1	46843094	46900475	-	CYP4Z2P	Y
chr1	46929187	46941476	-	CYP4A11	Y
chr1	46961363	47050754	+	CYP4X1	Y
chr1	47067230	47118318	+	CYP4Z1	Y
chr1	47137440	47149727	+	CYP4A22	Y
chr1	47179249	47180339	+	LINC00853	Y
chr1	47183581	47190036	-	PDZK1IP1	Y
chr1	47216289	47232335	-	TAL1	Y
chr1	47250138	47314896	-	STIL	Y
chr1	47333789	47378839	+	CMPK1	Y
chr1	47380795	47437317	-	LINC01389	Y
chr1	47416284	47418052	+	FOXE3	Y
chr1	47432134	47434641	-	FOXD2-AS1	Y
chr1	47438043	47440691	+	FOXD2	Y
chr1	47760527	47997385	-	TRABD2B	Y
chr1	48101714	48182428	-	SKINT1L	Y
chr1	48222715	48248638	+	SLC5A9	Y
chr1	48295371	48472208	-	SPATA6	Y
chr1	48532853	50023954	-	AGBL4	Y
chr1	48727522	48776969	-	BEND5	Y
chr1	49257410	49269294	+	AGBL4-AS1	Y
chr1	49374200	49472085	-	AGBL4-IT1	Y
chr1	50048054	50203772	+	ELAVL4	Y
chr1	50417549	50423443	-	DMRTA2	Y
chr1	50437027	50960267	-	FAF1	Y
chr1	50968694	50974634	+	CDKN2C	Y
chr1	51059836	51059905	+	MIR4421	Y
chr1	51060017	51060103	+	MIR6500	Y
chr1	51102227	51148085	+	C1orf185	Y
chr1	51195094	51235096	-	LINC01562	Y
chr1	51236272	51273447	+	RNF11	Y
chr1	51287257	51345116	-	TTC39A	Y
chr1	51329653	51331281	+	TTC39A-AS1	Y
chr1	51354262	51519266	-	EPS15	Y
chr1	51561865	51583731	-	CALR4P	Y
chr1	51617091	51789219	+	OSBPL9	Y
chr1	51789193	51878937	-	NRDC	Y
chr1	51836343	51836402	-	MIR761	Y
chr1	51907955	51990700	-	RAB3B	Y
chr1	52020131	52055191	-	TXNDC12	Y
chr1	52032102	52033810	-	KTI12	Y
chr1	52050917	52052683	+	TXNDC12-AS1	Y
chr1	52056184	52090716	+	BTF3L4	Y
chr1	52142088	52346686	+	ZFYVE9	Y
chr1	52350592	52366205	-	CC2D1B	Y
chr1	52372828	52404471	-	ORC1	Y
chr1	52404601	52420835	+	PRPF38A	Y
chr1	52423275	52553092	-	TUT4	Y
chr1	52602370	52609051	+	GPX7	Y
chr1	52633167	52669667	+	SHISAL2A	Y
chr1	52684448	52698347	-	COA7	Y
chr1	52726452	52827336	+	ZYG11B	Y
chr1	52842759	52894995	+	ZYG11A	Y
chr1	52895909	52921774	-	ECHDC2	Y
chr1	52927275	53051698	+	SCP2	Y
chr1	53062212	53085494	+	PODN	Y
chr1	53087182	53142638	-	SLC1A7	Y
chr1	53196823	53214197	+	CPT2	Y
chr1	53214099	53220639	-	CZIB	Y
chr1	53226899	53238518	-	MAGOH	Y
chr1	53238609	53242783	+	LOC100507564	Y
chr1	53242369	53328070	-	LRP8	Y
chr1	53328232	53336509	+	LINC01771	Y
chr1	53438369	53440020	-	SLC25A3P1	Y
chr1	53459398	53467487	+	DMRTB1	Y
chr1	53506238	53739164	-	GLIS1	Y
chr1	53765480	53838296	-	NDC1	Y
chr1	53851732	53889797	-	YIPF1	Y
chr1	53894186	53911086	+	DIO1	Y
chr1	53916572	53945699	-	HSPB11	Y
chr1	53946349	53968168	+	LRRC42	Y
chr1	54007297	54018186	-	LDLRAD1	Y
chr1	54026680	54053573	-	TMEM59	Y
chr1	54053607	54112520	+	TCEANC2	Y
chr1	54054078	54054154	+	MIR4781	Y
chr1	54132719	54153181	-	CDCP2	Y
chr1	54169657	54200030	-	CYB5RL	Y
chr1	54200166	54225489	+	MRPL37	Y
chr1	54225431	54406394	-	SSBP3	Y
chr1	54236442	54239063	+	SSBP3-AS1	Y
chr1	54548227	54639192	+	ACOT11	Y
chr1	54609180	54623525	-	FAM151A	Y
chr1	54641739	54710267	+	MROH7	Y
chr1	54641739	54742655	+	MROH7-TTC4	Y
chr1	54715821	54742655	+	TTC4	Y
chr1	54756897	54764523	-	PARS2	Y
chr1	54779712	54801323	-	TTC22	Y
chr1	54806062	54842264	+	LEXM	Y
chr1	54849626	54887195	-	DHCR24	Y
chr1	54980627	54992288	+	TMEM61	Y
chr1	54998932	55017172	+	BSND	Y
chr1	55039547	55064852	+	PCSK9	Y
chr1	55066358	55215364	-	USP24	Y
chr1	55215407	55217455	+	LOC100507634	Y
chr1	55217860	55234177	+	MIR4422HG	Y
chr1	55225640	55225723	+	MIR4422	Y
chr1	55915608	55944963	-	LINC01753	Y
chr1	55945086	55950119	+	LINC01755	Y
chr1	56414962	56415966	+	LINC01767	Y
chr1	56494760	56579563	-	PLPP3	Y
chr1	56627790	56645318	-	LOC101929935	Y
chr1	56645313	56715335	+	PRKAA2	Y
chr1	56718790	56819404	-	FYB2	Y
chr1	56854796	56918223	+	C8A	Y
chr1	56929209	56966140	-	C8B	Y
chr1	56994777	58546726	-	DAB1	Y
chr1	57860580	57863216	+	DAB1-AS1	Y
chr1	58480718	58546726	-	OMA1	Y
chr1	58575432	58577252	-	TACSTD2	Y
chr1	58654743	58700062	-	MYSM1	Y
chr1	58780790	58784047	-	JUN	Y
chr1	58785150	58899712	+	LINC01135	Y
chr1	59020475	59088247	+	LINC01358	Y
chr1	59131935	59146807	-	HSD52	Y
chr1	59296812	59762727	+	FGGY	Y
chr1	59733226	59733296	-	MIR4711	Y
chr1	59772794	59788829	+	LOC101926944	Y
chr1	59814948	59876322	+	HOOK1	Y
chr1	59893307	59926798	-	CYP2J2	Y
chr1	59990393	60073770	-	C1orf87	Y
chr1	60515715	60622685	-	LINC01748	Y
chr1	60659630	60825584	-	LOC101926964	Y
chr1	60940243	60970776	-	NFIA-AS2	Y
chr1	61077226	61462788	+	NFIA	Y
chr1	61248944	61253518	-	NFIA-AS1	Y
chr1	61654241	61656128	+	MGC34796	Y
chr1	61681046	61725423	-	TM2D1	Y
chr1	61742479	62163915	+	PATJ	Y
chr1	61846074	61846176	+	MIR12132	Y
chr1	62078785	62078859	+	MIR3116-1	Y
chr1	62078788	62078856	-	MIR3116-2	Y
chr1	62194848	62212328	+	L1TD1	Y
chr1	62236164	62319434	-	KANK4	Y
chr1	62436303	62451804	+	USP1	Y
chr1	62454725	62688386	-	DOCK7	Y
chr1	62597519	62606313	+	ANGPTL3	Y
chr1	62784131	62865514	+	ATG4C	Y
chr1	63000496	63012471	-	LINC01739	Y
chr1	63159082	63317257	-	LINC00466	Y
chr1	63320883	63324441	-	FOXD3-AS1	Y
chr1	63322566	63325128	+	FOXD3	Y
chr1	63326924	63326984	-	MIR6068	Y
chr1	63367626	63438552	+	ALG6	Y
chr1	63440769	63523273	-	ITGB3BP	Y
chr1	63523524	63572693	+	EFCAB7	Y
chr1	63548979	63550636	+	DLEU2L	Y
chr1	63593410	63660245	+	PGM1	Y
chr1	63774016	64181496	+	ROR1	Y
chr1	64094441	64112205	-	ROR1-AS1	Y
chr1	64203622	64267367	+	UBE2U	Y
chr1	64470128	64693053	+	CACHD1	Y
chr1	64579846	64579921	+	MIR4794	Y
chr1	64744972	64833231	+	RAVER2	Y
chr1	64833228	65067746	-	JAK1	Y
chr1	64979576	65002476	-	LINC01359	Y
chr1	65057754	65057842	-	MIR3671	Y
chr1	65058433	65058508	-	MIR101-1	Y
chr1	65147548	65232145	+	AK4	Y
chr1	65264693	65415869	+	DNAJC6	Y
chr1	65420667	65436007	+	LEPROT	Y
chr1	65420667	65641559	+	LEPR	Y
chr1	65792509	66374579	+	PDE4B	Y
chr1	66042499	66050718	-	PDE4B-AS1	Y
chr1	66533360	66751139	+	SGIP1	Y
chr1	66628439	66628517	+	MIR3117	Y
chr1	66752458	66779047	+	TCTEX1D1	Y
chr1	66797739	66801276	-	INSL5	Y
chr1	66812885	66924856	-	DNAI4	Y
chr1	66924894	66988619	+	MIER1	Y
chr1	66999349	67054148	-	SLC35D1	Y
chr1	67092165	67134970	-	C1orf141	Y
chr1	67166453	67259967	+	IL23R	Y
chr1	67307872	67398722	+	IL12RB2	Y
chr1	67407809	67430402	-	SERBP1	Y
chr1	67685200	67688334	+	GADD45A	Y
chr1	67701474	67833467	-	GNG12	Y
chr1	67832287	68202987	+	GNG12-AS1	Y
chr1	68045885	68051631	-	DIRAS3	Y
chr1	68098458	68232546	-	WLS	Y
chr1	68183517	68183610	-	MIR1262	Y
chr1	68428821	68449954	-	RPE65	Y
chr1	68474151	68497082	-	DEPDC1	Y
chr1	68496675	68538627	+	DEPDC1-AS1	Y
chr1	69055897	69185002	+	LINC01707	Y
chr1	69433254	69435409	+	LINC01758	Y
chr1	69567921	70144363	+	LRRC7	Y
chr1	69919321	69920317	+	PIN1P1	Y
chr1	70144804	70205579	-	LRRC40	Y
chr1	70205695	70253049	+	SRSF11	Y
chr1	70258998	70354722	-	ANKRD13C	Y
chr1	70354810	70368022	+	HHLA3	Y
chr1	70411217	70439851	+	CTH	Y
chr1	70706452	70786468	+	LINC01788	Y
chr1	70852357	71047816	-	PTGER3	Y
chr1	71046505	71067182	+	ZRANB2-AS1	Y
chr1	71063290	71081035	-	ZRANB2	Y
chr1	71067630	71067716	-	MIR186	Y
chr1	71081323	71237723	+	ZRANB2-AS2	Y
chr1	71395942	72282539	-	NEGR1	Y
chr1	71794231	71837012	-	NEGR1-IT1	Y
chr1	73306169	73338877	+	LINC01360	Y
chr1	73674678	73738642	+	LINC02238	Y
chr1	74026017	74198176	-	LRRIQ3	Y
chr1	74198241	74208702	+	FPGT	Y
chr1	74198241	74544426	+	FPGT-TNNI3K	Y
chr1	74235386	74544426	+	TNNI3K	Y
chr1	74469375	74512611	-	LRRC53	Y
chr1	74568122	74673792	-	ERICH3	Y
chr1	74577429	74626098	+	ERICH3-AS1	Y
chr1	74705487	74733408	-	CRYZ	Y
chr1	74733151	74766676	+	TYW3	Y
chr1	75128433	75161533	+	LHX8	Y
chr1	75204474	75616163	-	SLC44A5	Y
chr1	75724346	75763678	+	ACADM	Y
chr1	75742001	75745013	-	DLSTP1	Y
chr1	75786193	75795090	+	RABGGTB	Y
chr1	75787071	75787149	+	SNORD45C	Y
chr1	75787888	75787972	+	SNORD45A	Y
chr1	75789476	75789547	+	SNORD45B	Y
chr1	75796881	75913241	+	MSH4	Y
chr1	75918872	75932404	-	ASB17	Y
chr1	76011323	76019356	+	LOC101927342	Y
chr1	76074745	76637316	+	ST6GALNAC3	Y
chr1	76758123	76779267	-	LINC02567	Y
chr1	76867479	77067546	+	ST6GALNAC5	Y
chr1	77060142	77060202	+	MIR7156	Y
chr1	77088989	77219430	-	PIGK	Y
chr1	77282018	77559966	+	AK5	Y
chr1	77562415	77683427	-	ZZZ3	Y
chr1	77695988	77759852	-	USP33	Y
chr1	77779623	77879540	+	MIGA1	Y
chr1	77881347	77889539	-	NEXN-AS1	Y
chr1	77888514	77943893	+	NEXN	Y
chr1	77944054	77979072	-	FUBP1	Y
chr1	77979157	78017964	+	DNAJB4	Y
chr1	78044969	78138442	+	GIPC2	Y
chr1	78229598	78369462	+	MGC27382	Y
chr1	78490973	78540701	+	PTGFR	Y
chr1	78620447	78646145	+	IFI44L	Y
chr1	78649788	78664078	+	IFI44	Y
chr1	78889763	79006730	-	ADGRL4	Y
chr1	80535754	80646788	+	LINC01781	Y
chr1	81306191	81993932	+	ADGRL2	Y
chr1	81513879	81557702	-	LOC101927434	Y
chr1	82903182	83166815	+	LINC01362	Y
chr1	82973882	82986208	-	LINC01361	Y
chr1	83446053	83454771	+	LINC01712	Y
chr1	83575788	83860996	-	LINC01725	Y
chr1	83801515	83860546	-	LOC101927560	Y
chr1	83865023	83999132	-	TTLL7	Y
chr1	84077974	84238498	+	PRKACB	Y
chr1	84298537	84350798	+	SAMD13	Y
chr1	84364957	84384801	-	UOX	Y
chr1	84398483	84415018	+	DNASE2B	Y
chr1	84479265	84498352	+	RPF1	Y
chr1	84498324	84506581	-	GNG5	Y
chr1	84506385	84556495	+	SPATA1	Y
chr1	84549610	84574440	-	CTBS	Y
chr1	84597963	84621031	-	LINC01461	Y
chr1	84628229	84635020	-	LINC01555	Y
chr1	84643706	84690468	-	SSX2IP	Y
chr1	84811601	84893206	-	LPAR3	Y
chr1	84925582	84997113	-	MCOLN2	Y
chr1	85018081	85048540	-	MCOLN3	Y
chr1	85062297	85133138	+	DNAI3	Y
chr1	85133793	85133873	+	MIR4423	Y
chr1	85156891	85201016	-	SYDE2	Y
chr1	85249953	85259662	-	C1orf52	Y
chr1	85265775	85276632	-	BCL10	Y
chr1	85276357	85278088	+	LOC646626	Y
chr1	85318484	85578200	-	DDAH1	Y
chr1	85580760	85583949	+	CCN1	Y
chr1	85649416	85708433	-	ZNHIT6	Y
chr1	85729232	86156984	-	COL24A1	Y
chr1	86346823	86396342	-	ODF2L	Y
chr1	86357631	86357687	-	MIR7856	Y
chr1	86424170	86456553	+	CLCA2	Y
chr1	86468926	86500259	+	CLCA1	Y
chr1	86547077	86580749	+	CLCA4	Y
chr1	86571180	86704493	-	CLCA4-AS1	Y
chr1	86634275	86655376	+	CLCA3P	Y
chr1	86704569	86748184	+	SH3GLB1	Y
chr1	86862444	86914577	-	SELENOF	Y
chr1	86914634	87109982	+	HS2ST1	Y
chr1	87129764	87169203	+	LINC01140	Y
chr1	87212668	87251331	+	LINC02801	Y
chr1	87328879	87348923	+	LMO4	Y
chr1	87353525	87371655	-	LINC01364	Y
chr1	88537512	88685204	-	PKN2-AS1	Y
chr1	88684143	88836255	+	PKN2	Y
chr1	88852632	88891567	-	GTF2B	Y
chr1	88921043	88992748	-	KYAT3	Y
chr1	88979455	88992960	-	RBMXL1	Y
chr1	89006676	89022866	-	GBP3	Y
chr1	89052320	89065208	-	GBP1	Y
chr1	89106132	89126114	-	GBP2	Y
chr1	89131744	89176003	-	GBP7	Y
